,mileage,engine,power,PCA1,PCA2,clusters
1984,16.78,1496.0,88.73,-0.2166712321626464,-0.5578161095697525,0
1985,22.7,1498.0,89.84,-0.909099291539856,0.5991811533551237,6
1986,24.0,1120.0,70.0,-1.6748060455669918,0.5153322286552738,1
1987,18.0,1497.0,117.3,-0.04488239980294702,-0.06555555726296124,0
1988,12.8,2494.0,102.0,1.4371889612846553,-0.7924351860073156,2
1989,21.1,814.0,55.2,-1.8088241567737666,-0.30652267011706125,3
1990,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
1991,12.3,1796.0,185.0,1.6945171711872424,-0.43844234312117586,5
1992,15.96,2523.0,62.1,0.6480066572901181,-0.5254716823305541,2
1993,20.0,1968.0,138.1,0.43361186179944405,0.7047109459070918,5
1994,20.4,1197.0,81.8,-1.034715899340212,-0.04392717992609555,6
1995,16.55,1968.0,147.51,0.9497224946440003,0.12091718294891998,5
1996,17.8,1399.0,68.0,-0.6683101491340893,-0.5863577384747727,3
1997,15.0,1586.0,104.68,0.26552936744902506,-0.7221206224325444,0
1998,18.9,1197.0,82.0,-0.8534159081784357,-0.33256747910683077,3
1999,17.16,1197.0,85.8,-0.6035925563615714,-0.6354660244847484,3
2000,10.5,2179.0,120.0,1.5854905402328812,-1.2084074060484318,2
2001,15.4,2179.0,120.0,1.0004795255371137,-0.2596701496442965,5
2002,19.7,796.0,46.3,-1.7588533006603226,-0.6647476805779294,3
2003,19.01,1461.0,108.45,-0.3006959458302972,0.0357649687890995,6
2004,20.89,1197.0,81.8,-1.0932170008097888,0.050946545714318385,6
2005,12.99,2494.0,100.6,1.3989999540733156,-0.7681737271557675,2
2006,16.77,2993.0,261.49,3.24541357205279,1.6118791919836186,4
2007,13.6,1991.0,142.0,1.264677318496531,-0.4899452268523543,5
2008,19.01,1461.0,108.45,-0.3006959458302972,0.0357649687890995,6
2009,33.54,998.0,67.04,-2.9726910030474687,2.284974085579838,1
2010,17.11,1968.0,174.33,1.1798938044824367,0.46931265246091136,5
2011,17.1,1956.0,170.0,1.120727748871157,0.4236172487567197,5
2012,17.43,1396.0,105.5,-0.21192722229485364,-0.32372513727470825,0
2013,18.0,1198.0,86.7,-0.6928789276982082,-0.46435463005419414,3
2014,19.67,1582.0,126.2,-0.05782454640565064,0.3729590136559633,6
2015,19.81,1086.0,68.05,-1.231306953725223,-0.32759744607138497,3
2016,18.49,1493.0,100.0,-0.29911501242350375,-0.12714363260868253,6
2017,17.5,1298.0,85.8,-0.5397722463011101,-0.527407927654296,3
2018,13.2,1495.0,94.0,0.2680760859473944,-1.2042406403476185,0
2019,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2020,20.92,998.0,67.1,-1.4653246691994481,-0.15797155732506102,3
2021,18.6,1199.0,79.4,-0.8443261515010038,-0.4130803999055962,3
2022,12.4,2698.0,179.5,2.5541456989826634,-0.0911713830319073,2
2023,20.7,1496.0,113.98,-0.40503797770642297,0.42709468552309277,6
2024,17.57,1193.0,88.7,-0.6245603157719276,-0.5318068957144988,3
2025,26.0,1498.0,98.6,-1.206069885594453,1.3165055781951074,1
2026,18.6,1199.0,79.4,-0.8443261515010038,-0.4130803999055962,3
2027,16.55,1968.0,140.0,0.8665497454456477,0.053722464744119056,5
2028,26.1,1498.0,99.0,-1.2135789125682226,1.3394465093954366,1
2029,19.08,1582.0,126.32,0.013944547361683218,0.2597969871037013,6
2030,18.0,1497.0,117.3,-0.04488239980294702,-0.06555555726296124,0
2031,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2032,18.56,1995.0,190.0,1.2082348675533443,0.9015551557718597,5
2033,16.55,1968.0,147.51,0.9497224946440003,0.12091718294891998,5
2034,10.1,2354.0,152.0,2.1685578673164216,-0.9263734375169432,2
2035,18.9,1197.0,81.86,-0.8549663988425862,-0.333820110338345,3
2036,28.09,1248.0,88.5,-1.8258996180511675,1.5262795253703476,1
2037,17.4,1497.0,117.3,0.02675160199653488,-0.18172746621040667,0
2038,9.52,2993.0,313.0,4.681460908870716,0.6690141117398464,4
2039,23.1,998.0,67.04,-1.7262593717364867,0.2635828698942931,1
2040,13.73,1995.0,148.0,1.3197413827940565,-0.4094180807093532,5
2041,20.0,1399.0,68.0,-0.9309681557321888,-0.16039407233414074,6
2042,12.8,2494.0,102.0,1.4371889612846553,-0.7924351860073156,2
2043,28.4,1248.0,73.75,-2.026265785382458,1.4543280307205602,1
2044,19.0,2996.0,362.07,4.096192031820055,2.9448317974312763,4
2045,16.1,1950.0,194.0,1.4997134042460492,0.4422256277041876,5
2046,18.9,1197.0,81.86,-0.8549663988425862,-0.333820110338345,3
2047,17.3,1497.0,117.3,0.03869060229644823,-0.2010894510349804,0
2048,11.9,4806.0,550.0,8.896335340922015,4.008356887090371,4
2049,17.21,1493.0,100.0,-0.1462958085846097,-0.37497703836323165,0
2050,13.4,1794.0,125.0,0.8966245865689723,-0.7631386515314816,0
2051,25.32,1198.0,77.0,-1.674240602810876,0.8661532094925765,1
2052,10.9,2497.0,215.0,2.9185988052151215,-0.14800626884737775,2
2053,22.74,796.0,47.3,-2.110723976462337,-0.0671959759714866,1
2054,15.73,1968.0,174.33,1.3446520086212446,0.20211726188178775,5
2055,23.59,1364.0,67.05,-1.4062821451071534,0.511567945671778,1
2056,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2057,13.0,2982.0,168.7,2.6564991178403403,0.04710726043589056,2
2058,24.6,1193.0,55.23,-1.8345500549209508,0.5298722994617632,1
2059,17.9,2143.0,201.15,1.5635188734234409,0.9354068848388046,5
2060,19.67,1582.0,126.2,-0.05782454640565064,0.3729590136559633,6
2061,16.8,1497.0,118.0,0.10613805711676827,-0.2916362190002799,0
2062,17.11,1968.0,174.33,1.1798938044824367,0.46931265246091136,5
2063,17.3,993.0,60.0,-1.116933840875698,-0.9244921689377097,3
2064,19.7,796.0,46.3,-1.7588533006603226,-0.6647476805779294,3
2065,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2066,16.0,2179.0,140.0,1.15034419004483,0.03544907809090088,5
2067,19.0,1194.0,94.68,-0.7280261276360267,-0.20100717184686778,3
2068,18.6,1197.0,81.86,-0.8191493979428456,-0.391906064812067,3
2069,19.27,2143.0,167.62,1.0286120552506073,0.9006608969878044,5
2070,17.8,1497.0,117.3,-0.021004399203119865,-0.10427952691210948,0
2071,18.88,1499.0,110.4,-0.22429505992054277,0.0439292693288813,6
2072,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2073,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2074,12.8,2494.0,102.0,1.4371889612846553,-0.7924351860073156,2
2075,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2076,12.07,2967.0,241.4,3.557172604673997,0.5112429169805979,4
2077,13.01,2199.0,194.3,2.12936500201256,-0.049270446481475966,5
2078,17.0,1497.0,118.0,0.08226005651694113,-0.2529122493511317,0
2079,21.9,1396.0,90.0,-0.9172620020890705,0.4030714123232496,6
2080,13.6,2523.0,63.0,0.9397345043519035,-0.9743618948450563,2
2081,12.9,2755.0,174.5,2.498002129238668,-0.015267012761090269,2
2082,10.9,2497.0,215.0,2.9185988052151215,-0.14800626884737775,2
2083,16.07,1995.0,181.0,1.4058415751829543,0.33891544018547415,5
2084,18.9,998.0,67.1,-1.2241568631411925,-0.5490836507814602,3
2085,25.47,1248.0,88.5,-1.5130978101934307,1.018995522966504,1
2086,15.68,1999.0,177.0,1.412239107886432,0.2292866058468129,5
2087,24.52,1248.0,88.5,-1.3996773073442514,0.8350566671330494,1
2088,25.0,1396.0,69.01,-1.519833861675797,0.8154877308173037,1
2089,20.92,998.0,67.1,-1.4653246691994481,-0.15797155732506102,3
2090,21.1,814.0,55.2,-1.8088241567737666,-0.30652267011706125,3
2091,11.4,2953.0,153.86,2.653191167473425,-0.4075880914995916,2
2092,12.62,2198.0,158.0,1.7728732326358458,-0.44998966345576824,2
2093,20.54,1598.0,103.6,-0.3954466827610157,0.34588729233851284,6
2094,19.12,1373.0,91.1,-0.5969525646772879,-0.1349657921162761,6
2095,21.1,814.0,55.2,-1.8088241567737666,-0.30652267011706125,3
2096,14.16,1968.0,174.3,1.5317620653304276,-0.10213432084220879,5
2097,16.0,2179.0,140.0,1.15034419004483,0.03544907809090088,5
2098,28.4,1248.0,74.0,-2.023497052053618,1.4565648722054072,1
2099,21.1,1248.0,73.9,-1.15305752349146,0.04224524341755336,6
2100,19.71,2143.0,201.15,1.3474229679950043,1.2858588101635977,5
2101,19.01,1461.0,108.45,-0.3006959458302972,0.0357649687890995,6
2102,19.1,1197.0,85.8,-0.8352091621798958,-0.2598435188880089,3
2103,12.99,2494.0,100.6,1.3989999540733156,-0.7681737271557675,2
2104,15.8,1591.0,121.3,0.3592517127450649,-0.4164290591299178,0
2105,21.79,1248.0,88.73,-1.0711953644940766,0.3085323755882332,6
2106,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2107,18.0,1497.0,117.3,-0.04488239980294702,-0.06555555726296124,0
2108,16.36,2179.0,187.7,1.6356381081078073,0.5319415787681572,5
2109,17.8,1399.0,68.0,-0.6683101491340893,-0.5863577384747727,3
2110,10.8,2497.0,150.0,2.2106671400166427,-0.7489470397321472,2
2111,17.68,1968.0,174.33,1.1118415027729291,0.5796759659609843,5
2112,18.5,1198.0,86.8,-0.7514664358662404,-0.36664996933738453,3
2113,16.8,1497.0,118.0,0.10613805711676827,-0.2916362190002799,0
2114,16.47,1198.0,73.9,-0.6519713695461362,-0.875119281894341,3
2115,12.05,2179.0,120.0,1.40043603558422,-0.9082966412675317,2
2116,16.8,1497.0,116.3,0.08731067048065644,-0.3068467410972389,0
2117,15.0,1598.0,103.5,0.2648664405226628,-0.7276614035368357,0
2118,16.0,2179.0,140.0,1.15034419004483,0.03544907809090088,5
2119,15.0,1896.0,105.0,0.5895486177421378,-0.5896487721404646,0
2120,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2121,25.8,1498.0,98.6,-1.1821918849946258,1.277781608545959,1
2122,15.04,1598.0,103.2,0.25676836040808954,-0.7226008193888224,0
2123,22.74,796.0,47.3,-2.110723976462337,-0.0671959759714866,1
2124,18.0,2993.0,255.0,3.026687551147167,1.7919632003792556,4
2125,18.0,1497.0,117.3,-0.04488239980294702,-0.06555555726296124,0
2126,19.01,1461.0,108.5,-0.3001421991645292,0.03621233708606886,6
2127,19.7,796.0,46.3,-1.7588533006603226,-0.6647476805779294,3
2128,14.24,2755.0,174.5,2.338019525219825,0.24418358388820383,2
2129,21.9,1396.0,90.0,-0.9172620020890705,0.4030714123232496,6
2130,20.0,1399.0,68.0,-0.9309681557321888,-0.16039407233414074,6
2131,24.3,1248.0,88.5,-1.3734115066844415,0.7924603005189864,1
2132,22.32,1582.0,126.32,-0.3728790623555183,0.8871252954199054,6
2133,12.95,1999.0,152.88,1.4710464245075934,-0.515106046322092,5
2134,21.1,1248.0,73.9,-1.15305752349146,0.04224524341755336,6
2135,10.8,1984.0,132.0,1.4809834553488186,-1.124481109245083,2
2136,13.0,2143.0,204.0,2.1800934480679834,0.012169621361924362,5
2137,19.87,1461.0,83.8,-0.6763684546331755,-0.018274532125467466,6
2138,15.5,1198.0,86.7,-0.39440392020036774,-0.9484042506685487,3
2139,9.0,1984.0,181.0,2.238557193199898,-1.034575905057425,2
2140,17.5,1197.0,85.8,-0.6441851573812777,-0.5696352760811961,3
2141,22.5,998.0,67.04,-1.6546253699370046,0.14741096094684764,1
2142,16.8,796.0,34.2,-1.5466289850786823,-1.3345083683571708,3
2143,21.5,1248.0,88.8,-1.0357970182922522,0.2530089352127254,6
2144,23.5,1498.0,90.0,-1.0028393046087074,0.7555086105020193,6
2145,19.16,2494.0,158.2,1.3002797945333748,0.9418290146291866,5
2146,22.5,998.0,67.04,-1.6546253699370046,0.14741096094684764,1
2147,11.0,2987.0,198.5,3.2304810926304053,-0.07141046826843132,2
2148,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2149,18.7,1199.0,88.7,-0.7532682719680702,-0.31050791184471754,3
2150,15.4,2179.0,120.0,1.0004795255371137,-0.2596701496442965,5
2151,16.47,1198.0,74.0,-0.6508638762146003,-0.8742245453004023,3
2152,17.0,1197.0,80.0,-0.6487247691107969,-0.7183399226525153,3
2153,12.1,2362.0,164.7,2.0786998440137276,-0.42215745312577935,2
2154,18.9,998.0,67.1,-1.2241568631411925,-0.5490836507814602,3
2155,18.12,1995.0,190.0,1.2607664688729638,0.8163624225437337,5
2156,24.07,998.0,67.1,-1.841403178646727,0.4519309646490257,1
2157,14.84,2143.0,170.0,1.583868109827337,0.06421970019491036,5
2158,24.7,796.0,47.3,-2.344728382340644,0.3122989265901674,1
2159,18.6,1197.0,85.8,-0.7755141606803276,-0.35665344301087987,3
2160,18.2,1199.0,82.5,-0.7622378570237334,-0.46279150479179176,3
2161,23.0,1396.0,90.0,-1.0485910053881202,0.616053245393566,6
2162,11.9,2496.0,163.2,2.22449346528153,-0.418278068820597,2
2163,21.43,1364.0,87.2,-0.9252398323245177,0.27363849713963617,6
2164,13.0,2982.0,168.5,2.6542841311772687,0.045317787248013205,2
2165,14.3,1598.0,103.52,0.3486609412883652,-0.8630163499900672,0
2166,16.5,1198.0,86.8,-0.5126864298679681,-0.7538896658288682,3
2167,16.47,1198.0,73.9,-0.6519713695461362,-0.875119281894341,3
2168,16.47,1198.0,73.9,-0.6519713695461362,-0.875119281894341,3
2169,18.2,998.0,67.1,-1.1405838610417973,-0.6846175445534793,3
2170,23.59,1364.0,67.06,-1.4061713957739999,0.5116574193311719,1
2171,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2172,18.9,1197.0,82.0,-0.8534159081784357,-0.33256747910683077,3
2173,22.7,1498.0,89.84,-0.909099291539856,0.5991811533551237,6
2174,17.5,1373.0,80.46,-0.5213780502941163,-0.5438299198694624,3
2175,18.0,1497.0,117.3,-0.04488239980294702,-0.06555555726296124,0
2176,17.0,1497.0,118.0,0.08226005651694113,-0.2529122493511317,0
2177,23.1,998.0,67.04,-1.7262593717364867,0.2635828698942931,1
2178,15.04,1598.0,103.6,0.2611983337342334,-0.7190218730130674,0
2179,11.36,2755.0,171.5,2.648637933911258,-0.3402836768776956,2
2180,18.5,1197.0,80.0,-0.8278097736095011,-0.42791015028390245,3
2181,23.2,1248.0,73.94,-1.4033335324570315,0.4492048193711863,1
2182,17.68,1968.0,174.33,1.1118415027729291,0.5796759659609843,5
2183,13.24,1598.0,102.57,0.46469315781785775,-1.0767533867729722,0
2184,13.5,1799.0,130.0,0.9452292088399259,-0.6969493742165584,0
2185,23.84,1199.0,84.0,-1.4189850739658216,0.6426454882232739,1
2186,16.55,1968.0,147.51,0.9497224946440003,0.12091718294891998,5
2187,19.1,1197.0,85.8,-0.8352091621798958,-0.2598435188880089,3
2188,14.24,2755.0,174.5,2.338019525219825,0.24418358388820383,2
2189,15.26,2143.0,203.2,1.9014120946376478,0.44259258564579074,5
2190,21.9,1396.0,90.0,-0.9172620020890705,0.4030714123232496,6
2191,21.5,1197.0,81.8,-1.1660449026392619,0.1690546531442208,6
2192,20.54,1598.0,103.6,-0.3954466827610157,0.34588729233851284,6
2193,19.1,1197.0,85.8,-0.8352091621798958,-0.2598435188880089,3
2194,20.4,1248.0,91.7,-0.8723507083786585,0.06597446336663312,6
2195,17.0,1497.0,118.0,0.08226005651694113,-0.2529122493511317,0
2196,19.67,1582.0,126.2,-0.05782454640565064,0.3729590136559633,6
2197,25.6,1498.0,98.6,-1.1583138843947987,1.2390576388968109,1
2198,14.0,796.0,35.0,-1.2034770300288131,-1.8694860506937383,3
2199,20.4,1197.0,81.8,-1.034715899340212,-0.04392717992609555,6
2200,14.0,2987.0,224.0,3.1547218831746737,0.7376069079231786,4
2201,24.7,796.0,47.3,-2.344728382340644,0.3122989265901674,1
2202,15.6,1196.0,70.0,-0.5933618892644186,-1.0792994621491125,3
2203,13.68,2393.0,147.8,1.734944793408731,-0.2544877079540103,2
2204,18.48,1995.0,177.0,1.0738119346935964,0.7697498107001616,5
2205,13.01,2199.0,194.3,2.12936500201256,-0.049270446481475966,5
2206,22.48,1995.0,190.0,0.7402260557967301,1.6605449608951681,5
2207,17.8,1399.0,68.0,-0.6683101491340893,-0.5863577384747727,3
2208,12.7,2179.0,187.7,2.0726055190846457,-0.1767070658112583,5
2209,19.7,796.0,46.3,-1.7588533006603226,-0.6647476805779294,3
2210,11.5,2982.0,171.0,2.8610564689643727,-0.22274357027213068,2
2211,15.8,1499.0,110.0,0.13899617599065248,-0.5559988096437584,0
2212,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2213,23.8,1998.0,112.0,-0.2781121731637603,1.2194828949833594,6
2214,17.01,1591.0,121.4,0.21589730244764613,-0.18125430615863117,0
2215,20.0,1399.0,68.0,-0.9309681557321888,-0.16039407233414074,6
2216,25.8,1498.0,98.6,-1.1821918849946258,1.277781608545959,1
2217,19.01,1461.0,108.45,-0.3006959458302972,0.0357649687890995,6
2218,23.0,1498.0,98.96,-0.8439129006035149,0.7388670851960614,6
2219,11.2,2993.0,241.0,3.683490505126255,0.35008510915678404,4
2220,14.24,2755.0,174.5,2.338019525219825,0.24418358388820383,2
2221,13.45,1086.0,62.1,-0.5378823878771084,-1.6122565082536597,3
2222,11.18,2696.0,184.0,2.747571120163102,-0.2879606362818326,2
2223,23.1,998.0,67.04,-1.7262593717364867,0.2635828698942931,1
2224,18.6,1197.0,81.83,-0.8194816459423063,-0.39217448579024866,3
2225,18.88,999.0,123.24,-0.5989885155580925,-0.05023283135047188,3
2226,26.21,1248.0,88.5,-1.6014464124127916,1.1622742106683532,1
2227,17.11,1968.0,174.33,1.1798938044824367,0.46931265246091136,5
2228,18.0,1198.0,86.7,-0.6928789276982082,-0.46435463005419414,3
2229,15.63,1499.0,110.4,0.16372244982664966,-0.5853352374697793,0
2230,20.92,998.0,67.1,-1.4653246691994481,-0.15797155732506102,3
2231,16.77,2967.0,241.38,2.9958180919117505,1.4210772564167968,4
2232,18.33,1968.0,167.7,0.9608111929426543,0.6462078311425761,5
2233,28.4,1248.0,74.0,-2.023497052053618,1.4565648722054072,1
2234,19.2,1461.0,65.0,-0.80458589895252,-0.316210310110602,3
2235,21.56,1462.0,103.25,-0.661696315519152,0.48338737148960725,6
2236,26.0,624.0,35.0,-2.813969152214377,0.38204020816182965,1
2237,16.8,1497.0,118.0,0.10613805711676827,-0.2916362190002799,0
2238,18.16,1196.0,86.8,-0.7129414172441612,-0.4333169028583011,3
2239,22.54,1396.0,88.73,-1.0077367693190247,0.5156249604575023,6
2240,18.88,1499.0,110.4,-0.22429505992054277,0.0439292693288813,6
2241,16.55,1968.0,147.51,0.9497224946440003,0.12091718294891998,5
2242,20.58,1995.0,143.0,0.44654519567317436,0.87214105007704,5
2243,13.93,2179.0,138.03,1.3756638776217829,-0.3829703186783785,2
2244,12.05,2179.0,120.0,1.40043603558422,-0.9082966412675317,2
2245,15.29,1591.0,121.3,0.4201406142746245,-0.5151751817352463,0
2246,16.9,1497.0,100.0,-0.10514974285962307,-0.43332682108468334,0
2247,17.05,1995.0,184.0,1.3220641721898803,0.5555049892844641,5
2248,14.7,2993.0,241.4,3.2700554679554212,1.0313335243926354,4
2249,19.7,796.0,46.3,-1.7588533006603226,-0.6647476805779294,3
2250,19.2,1197.0,80.0,-0.9113827757088965,-0.2923762565118833,3
2251,14.62,1999.0,149.92,1.2388833168855704,-0.21824510293229052,5
2252,28.09,1248.0,88.5,-1.8258996180511675,1.5262795253703476,1
2253,15.3,2993.0,258.0,3.382265359190914,1.2960317079339154,4
2254,13.58,2499.0,78.0,1.0834353153707597,-0.8540580241275291,2
2255,20.64,1498.0,108.5,-0.4564976296970201,0.3672821143978686,6
2256,17.8,1497.0,117.3,-0.021004399203119865,-0.10427952691210948,0
2257,20.4,1197.0,81.8,-1.034715899340212,-0.04392717992609555,6
2258,19.33,1968.0,138.1,0.5136031638088655,0.5749856475824445,5
2259,18.6,1197.0,81.83,-0.8194816459423063,-0.39217448579024866,3
2260,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2261,18.0,2987.0,258.0,3.0537096039003653,1.8162967428453254,4
2262,23.1,998.0,67.04,-1.7262593717364867,0.2635828698942931,1
2263,15.04,1598.0,103.2,0.25676836040808954,-0.7226008193888224,0
2264,23.9,624.0,37.48,-2.535784311294098,-0.002372005624547441,1
2265,25.0,1197.0,81.86,-1.583245417137317,0.8472609639606807,1
2266,22.77,1498.0,98.59,-0.8205509252403965,0.6910239947019674,6
2267,14.62,1999.0,149.92,1.2388833168855704,-0.21824510293229052,5
2268,18.2,1248.0,73.74,-0.8085985041244227,-0.5206838950454006,3
2269,15.97,2993.0,258.0,3.302274057181493,1.4257570062585625,4
2270,20.14,1498.0,88.8,-0.6149788145100418,0.09420908126906148,6
2271,16.25,1198.0,75.0,-0.6135231422394306,-0.9078735459750776,3
2272,20.54,1598.0,103.6,-0.3954466827610157,0.34588729233851284,6
2273,11.18,2696.0,184.0,2.747571120163102,-0.2879606362818326,2
2274,19.87,1461.0,83.14,-0.683677910621313,-0.024179793645463233,6
2275,12.9,2755.0,174.5,2.498002129238668,-0.015267012761090269,2
2276,11.3,1794.0,125.0,1.1473435928671583,-1.1697403328475393,0
2277,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2278,23.0,1396.0,90.0,-1.0485910053881202,0.616053245393566,6
2279,25.8,1498.0,98.6,-1.1821918849946258,1.277781608545959,1
2280,22.32,1582.0,126.32,-0.3728790623555183,0.8871252954199054,6
2281,17.9,2143.0,136.0,0.8419869679277442,0.3524859938877012,5
2282,20.14,1498.0,88.8,-0.6149788145100418,0.09420908126906148,6
2283,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2284,22.9,1248.0,74.0,-1.366852035558369,0.391655706853827,1
2285,14.0,2489.0,95.0,1.2112274684841051,-0.6248133924815499,2
2286,22.7,1498.0,89.84,-0.909099291539856,0.5991811533551237,6
2287,15.1,2179.0,140.0,1.2577951927440525,-0.13880878533026694,5
2288,18.6,1199.0,79.4,-0.8443261515010038,-0.4130803999055962,3
2289,17.01,1591.0,121.3,0.21478980911611004,-0.18214904275257002,0
2290,18.9,1197.0,82.0,-0.8534159081784357,-0.33256747910683077,3
2291,19.01,1461.0,108.45,-0.3006959458302972,0.0357649687890995,6
2292,19.1,1197.0,81.86,-0.8788443994424138,-0.2950961406891961,3
2293,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2294,13.7,1991.0,183.0,1.7068105841263725,-0.10374123851288776,5
2295,15.8,2148.0,170.0,1.474422662942234,0.25218521730423366,5
2296,15.04,1991.0,183.0,1.5468279801075302,0.15570935813640635,5
2297,22.32,1582.0,126.32,-0.3728790623555183,0.8871252954199054,6
2298,14.95,2489.0,93.7,1.083409552324958,-0.4525061123692991,2
2299,26.59,1248.0,74.0,-1.8074011466251816,1.1061129468806146,1
2300,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2301,14.0,2179.0,138.1,1.3680818227439187,-0.3687906136854195,2
2302,18.9,1197.0,82.0,-0.8534159081784357,-0.33256747910683077,3
2303,16.82,1998.0,189.08,1.4088859077181506,0.5576793208360792,5
2304,13.4,1794.0,125.0,0.8966245865689723,-0.7631386515314816,0
2305,14.28,1798.0,138.03,0.940002929824126,-0.4744966366502794,0
2306,10.4,2393.0,163.5,2.3004204562970476,-0.749087164951658,2
2307,16.0,1997.0,140.0,0.9621941918607654,-0.04064376758925593,5
2308,17.44,1998.0,189.08,1.334864105858686,0.6777236267484393,5
2309,33.54,998.0,67.04,-2.9726910030474687,2.284974085579838,1
2310,21.1,1248.0,73.9,-1.15305752349146,0.04224524341755336,6
2311,22.07,1199.0,73.9,-1.3195215951424855,0.2095699608404959,6
2312,20.36,1197.0,78.9,-1.0620576058347901,-0.0776193350801491,6
2313,19.0,998.0,66.1,-1.2471707967564662,-0.5386690318962734,3
2314,26.6,998.0,58.16,-2.2424697900738595,0.8617997292126275,1
2315,20.51,998.0,67.04,-1.4170392639687237,-0.23789253706217844,3
2316,24.2,1498.0,98.6,-0.9911678801960078,0.9679898513527718,1
2317,21.1,814.0,55.2,-1.8088241567737666,-0.30652267011706125,3
2318,14.84,1598.0,103.52,0.2841903396688318,-0.7584616319373667,0
2319,28.09,1248.0,88.5,-1.8258996180511675,1.5262795253703476,1
2320,15.26,2143.0,203.2,1.9014120946376478,0.44259258564579074,5
2321,20.0,1968.0,138.1,0.43361186179944405,0.7047109459070918,5
2322,24.3,1248.0,88.5,-1.3734115066844415,0.7924603005189864,1
2323,13.45,1086.0,62.1,-0.5378823878771084,-1.6122565082536597,3
2324,24.0,1120.0,70.0,-1.6748060455669918,0.5153322286552738,1
2325,25.47,1248.0,88.5,-1.5130978101934307,1.018995522966504,1
2326,17.0,1197.0,80.0,-0.6487247691107969,-0.7183399226525153,3
2327,16.0,2179.0,140.0,1.15034419004483,0.03544907809090088,5
2328,13.7,1798.0,157.75,1.227646816542522,-0.4103540923080859,5
2329,20.73,1373.0,91.1,-0.789170469505897,0.17676216355936816,6
2330,19.67,1582.0,126.2,-0.05782454640565064,0.3729590136559633,6
2331,17.0,1497.0,118.0,0.08226005651694113,-0.2529122493511317,0
2332,13.5,2198.0,157.7,1.6644875500019978,-0.28228840678133166,2
2333,21.9,1396.0,90.0,-0.9172620020890705,0.4030714123232496,6
2334,17.0,1497.0,121.36,0.11947183245655035,-0.22284909979478934,0
2335,17.0,1197.0,80.0,-0.6487247691107969,-0.7183399226525153,3
2336,16.1,1298.0,88.2,-0.34604640214545573,-0.777002036943804,3
2337,19.0,1199.0,88.7,-0.789085272867811,-0.2524219573709949,3
2338,11.1,2400.0,200.0,2.628319058599983,-0.2840477664812153,2
2339,21.4,1197.0,83.1,-1.1397084890293803,0.1613242440408502,6
2340,17.9,2143.0,136.0,0.8419869679277442,0.3524859938877012,5
2341,25.17,799.0,53.3,-2.331290710261638,0.4582387285780388,1
2342,18.16,1196.0,86.8,-0.7129414172441612,-0.4333169028583011,3
2343,13.0,2982.0,168.5,2.6542841311772687,0.045317787248013205,2
2344,17.0,1497.0,118.0,0.08226005651694113,-0.2529122493511317,0
2345,15.4,2523.0,75.0,0.8577316987377771,-0.5184777767300693,2
2346,13.2,1995.0,170.0,1.6266666173215165,-0.31519454961306903,5
2347,24.3,1248.0,88.5,-1.3734115066844415,0.7924603005189864,1
2348,11.74,1796.0,186.0,1.7724505061821185,-0.5379220921994038,5
2349,17.01,1591.0,121.3,0.21478980911611004,-0.18214904275257002,0
2350,24.0,1186.0,73.97,-1.5626083411833191,0.5784473803076666,1
2351,20.14,1498.0,88.0,-0.6238387611623296,0.08705118851755143,6
2352,18.0,1198.0,86.7,-0.6928789276982082,-0.46435463005419414,3
2353,10.1,2354.0,152.0,2.1685578673164216,-0.9263734375169432,2
2354,17.92,1086.0,62.1,-1.0715557012832473,-0.7467757865951928,3
2355,15.0,2143.0,107.3,0.8703673904744101,-0.46580096848537467,0
2356,18.0,1198.0,86.7,-0.6928789276982082,-0.46435463005419414,3
2357,12.55,2982.0,168.5,2.70800963252688,-0.04181114446257052,2
2358,17.01,1591.0,121.3,0.21478980911611004,-0.18214904275257002,0
2359,10.5,2993.0,271.23,4.1018587413489795,0.4850300877324527,4
2360,22.69,1995.0,190.0,0.7151541551669114,1.7012051290267738,5
2361,21.9,1396.0,88.76,-0.9309949194001167,0.391976678558409,6
2362,18.5,1399.0,68.0,-0.7518831512334846,-0.4508238447027535,3
2363,14.0,1061.0,64.0,-0.6083492961977881,-1.4992179104007195,3
